Id,price
PSJEN,83.45733256606779
PVZW7,190.41890330311233
EJLAM,72.80152433048276
SDHPB,65.95245710959966
MJGYX,388.60760624028705
W2IB5,608.5986153613386
QQ6N7,241.25750605848344
KZ8D0,263.62134566346924
6GVSR,157.76155935993816
M13UD,285.44320408531837
JGFX2,112.48999193664102
SWFBE,86.16496444040517
AGG3O,111.04805324781691
8SXGU,175.81580998021127
8UQUQ,82.44126249008757
RWSBZ,399.677391974565
CP2YK,102.8990329141227
0UCG1,318.52315425924087
N5NBU,200.41162416836698
RXDRA,291.1011795304902
27BDQ,1445.6783703601682
DQFIY,224.99622117515509
4HRAF,155.7225149985201
PDWVC,245.9861713491751
G5EYJ,258.162520894468
3IKG8,149.70856417581484
EPXVM,71.05645457777446
1JEZF,307.94405203155173
DQMFO,62.845322935918645
STTV9,163.69983651653774
P4KXV,164.69579460819867
A674U,245.27769779909121
R9H7N,57.13830250534669
6D5IK,207.25873030302373
BZ7OW,195.9742584611417
DFIHL,259.0164796200139
W2ANQ,173.34697626037436
8GHVJ,70.04324997197406
NGVRV,142.5637895481895
YWB7E,273.8203678585932
9OQ8H,276.5419897730921
A9ZUC,91.46466574869878
0KTAT,484.3931034808329
EFH52,291.0344122905068
SVGB8,65.53312506923938
Y1V2Z,85.92518825761368
FS5NB,62.41129846054368
4RPAU,533.9443139134688
LVNF6,406.05943310476636
CYPSM,232.12676461334863
DSO0M,329.09092776481225
M3ACR,145.95987163454964
5L50R,216.16259871944558
NTRRT,75.75011724049844
A7LZK,73.31181399630572
RU0FN,72.81163980146596
F6PFT,180.03091971537958
CZ87K,184.69950447042172
YQA3V,374.3479450339315
QRLCI,336.572546837198
NX1FT,68.4019785040934
YVEVU,171.08907397930972
QJTED,73.93190377650701
SRM83,113.50987351436663
RCL70,92.64873530709416
G9W6L,67.35419881902116
DIFMN,139.3924650641658
BBKR1,61.41479516560706
U0JSY,178.62754359410806
IZSTN,182.14417346211167
8E88L,136.2611441618879
8Y6GN,346.03273340014283
RKVBT,171.27193817706603
237ZJ,63.57483169711602
IYIJ4,59.233651812274346
YZGC0,58.77028367000279
SJZGW,280.20891962566805
GYY14,121.27100785373212
X0WCC,531.29193962281
MT2VJ,151.4128830669687
WZBUX,121.22702126211075
EFRXO,57.24653877864098
JCYGL,231.67645069876417
MAIVS,55.631093862000355
XRZAJ,89.03661855653253
NVORT,108.75863794707966
VVORD,65.1171532115915
0MJI6,132.29066963243667
N2HY5,243.79593793926446
BZBGI,99.43408041243588
YGOKR,236.41443389092115
ITPMU,592.8406922479712
VIFI5,90.6239862061102
N58DR,1457.9231064127302
AKEJQ,222.06077697562182
727KF,139.46667466316688
8VLUJ,140.11566136081802
XHNBZ,155.6341451657142
S0PGX,147.1898885520132
Y34EV,78.27328682884908
FZP4L,158.73606903980962
ZMP4A,60.057265532957615
VOWIY,226.57783751099436
IAMA5,124.72452251829546
X7I0M,362.17178132898357
URP86,179.32499358936346
AIJMH,153.1336760711999
XA3O1,87.32924715251559
I8BXR,315.2500926923109
KS4K1,310.8361911097861
NRE9B,65.37870638888248
NQQZ5,134.36980903150362
FSBE0,131.98797201821293
LUXQP,311.64573104422504
ZZFPV,89.72691373455405
BXXS4,214.41705237299885
EAPAB,129.76987844059278
JSOYD,690.9251038692896
BBYRE,55.54080567353846
BNXDV,92.85970232162835
5S34I,790.7735966780338
3XLB7,56.09132600093197
1RKHW,278.7578644514232
YZ7H7,156.8635367483514
SZMVD,90.63708666334887
KPHGW,183.0193755638582
P0CLW,314.02062106768017
DAMSV,106.7626215326239
NSE43,84.82541902813884
AILIP,545.8754410574364
DVAQ5,95.88228904820315
MAQEI,160.5160818139215
PK0WF,100.13750619996799
FWV5N,412.87133163692477
OLO9A,195.0177557190391
6U5T0,87.08903808550149
9T8KY,302.25404277621533
5DYDN,206.09631988225047
OGMI8,326.7147772838058
CJ08D,1520.3925969878576
TYHNM,149.79288056188892
7WFXL,90.47422839193482
3Q27W,343.9474900568353
H4I4X,184.02871943132612
CZ5HY,292.31332641184883
2CRD9,247.1290317300092
CRMW9,202.97340332545951
F5BHJ,69.03450684854813
UJDBB,162.5066826793021
P5TLG,117.85189490622822
FL4W8,373.66626239217584
XEXHT,96.59096860445163
S0PXG,182.42537088071634
BSO8R,105.87087873952234
48XUP,140.60878357914515
JIC3L,275.48349385309814
UKKYH,138.68147050463804
2ECHB,273.507936572645
MTNOV,187.60282383666123
VPVX1,143.40800825187893
1QMWD,149.60246994868808
XBPK3,645.6827472504282
YMMIZ,192.74574199432055
GD0L2,86.26464469831627
RMPMB,80.6258467098892
KWPGJ,114.86020284185028
OYNWD,513.879557218721
PUD5Z,502.41555942869854
PR7XD,143.26989135579882
D47GJ,229.95769481838997
61DHI,80.86587000256904
EZGZM,356.2218469120755
1BLQQ,699.8122413057636
M1U0O,119.70602619907939
RMHFR,228.44564370697563
F70IB,67.55209280296933
I64PE,1334.5489285579538
YFL3B,4481.015626119958
9NLZ4,157.2632257572039
V4C3F,114.82389372055763
HZFOM,89.31716261637862
TYUSC,280.7957356338808
SGCXB,266.16097410907116
83BEJ,163.9907476219334
J2YZZ,342.946691430013
ZSO74,189.13876545589568
I52OO,287.03063075246814
3NXPW,1147.4220660566202
VY3LK,68.29825770136084
YIJSE,386.95719116802655
Y7ZJP,281.9004323742654
5ZCZC,472.7101577880656
VFBGY,136.3931848458596
CYDWT,106.06316476506137
GVB85,2571.264579671669
BSZI3,151.78007969445153
4OLRX,267.8478024999895
LW6JE,424.5218134499768
FQUF5,218.3208412916878
KIRAO,97.98563405730522
FOJQ8,518.7805544263698
CYWAU,63.75998950122221
PENXD,169.6688888166205
TGD4F,69.14446865137678
OHRDA,159.70489319071174
9O6I4,615.0599455483966
VXQMW,76.55725339469367
8FI93,240.17720492637287
YGV5S,977.804951800022
OFIVI,284.9343489444752
HPJQE,258.6800677299849
PTOZE,228.26909708482404
1W0JW,93.75268201064146
58IMQ,186.5090965941538
BDX7X,128.6674608142145
XT5QI,528.1552575793928
GHM51,86.91726769816431
C7GLA,178.2369566878612
AMB4Z,140.8548473474113
KIUHW,92.32097788449008
C0ESZ,155.43563817610456
5IXXZ,71.12846179506401
B5N5G,418.45889720657135
2RFZI,273.8565581394938
YKNOS,185.88298228592515
8LY2C,107.08692687055915
UIU6S,62.33479626144896
XPCLM,143.9732583197942
CBZFX,498.84880493457905
CA0XI,497.14325069758996
OISKQ,1215.7470984528004
RACD0,444.3441281462945
MLNXR,73.11869475546452
EEXB6,160.5245377004478
YOC4F,115.39437206559072
O9VS9,176.78174596514708
9OCMO,56.560598766737385
5YMHR,427.77743223322557
QIQKT,91.78453461188862
Z8BJK,211.21992954959046
JVMVK,268.799486601293
ALOYT,118.98298384337947
ZAS8J,136.13681706769597
PGM1N,574.6321121633894
AXLOM,91.82018945948064
CP7JU,109.11949349387677
Q1NJS,287.1922008894281
5NEHP,157.57754710413172
EOQFD,611.7293657329509
FLV7P,385.3283733729532
AD5JH,251.19753294551484
LWCN3,133.0554801501465
VQQOC,137.69834819877923
TIYLM,174.3922205883875
XFVPN,90.27887389687382
D2WEN,54.86431392513201
6ICVR,86.22480296825714
KVZXE,349.8765620380351
2X9EV,190.22676396398904
U0BSV,314.47591012096126
VYXF7,183.5555457639663
FPOCN,181.63052198695615
KU2FH,154.2869229350886
XGYS5,569.6455704851277
6HCQH,80.84322682332284
JUBMB,309.8366438776721
OJUCB,250.688896853976
PLUSQ,60.95749039592808
OY9XN,121.81692132893772
ZZXHQ,371.06793858441443
YANKV,240.19720981755182
VUHOH,157.87129565617926
AHQ9I,40.345231216255215
LOCWE,55.23826234320328
4MSPR,148.1578506984734
YNBUM,343.54437825879916
2L3L8,192.72991456315745
JHALJ,133.7651184657763
US1Y0,188.84273445715962
DYT2I,113.14431915751138
BUFX2,307.39296456010186
BCMFA,60.39101765389897
ERFUN,224.70658319125414
XYO8P,428.9063974457047
WIINZ,136.186599021855
G8MIB,83.77049095403929
5VGWA,106.25894237267137
6WMLI,134.8413674844297
GLIE6,688.3735039908873
UJCSJ,185.07386384613451
D9RR6,952.9788852569193
1EMSK,91.42191729306691
XTIS6,248.22318740966884
FXHUZ,280.54643140105657
YK7OM,63.97402544051912
XRSJL,156.87033195177145
96OYY,245.2095847924316
UAPG1,381.2557954153408
JZHNV,122.37493424184711
PS7EJ,90.7688499671498
YYE9I,2706.1173669120267
CONDE,136.6402685310325
GKLZQ,131.18739956682936
C1VOO,283.69492394561667
VD5QM,105.48286107197278
LSHGH,211.81018495275515
ETEXG,200.09666390777215
NUOYK,294.58769345205786
7Q6AC,186.31361876663104
ZE6P9,196.04432531522474
W7CNE,220.77265653775166
NTYKH,118.27066527098332
ZR3QV,321.7095700976205
RYP2Z,251.6715275101172
3Q3F8,136.97013324768147
A3YT6,171.24039986464786
EY6N9,188.14637306577146
SK0HA,975.0858315847825
D2TZU,66.55140906780004
QXSUD,107.93561896940113
DP6YU,131.6198474466759
20YJI,118.65592455815913
4UONV,176.7938238051105
ILMSL,145.99018104883086
UFIII,614.1590580888894
UJVOP,332.1792009459992
Y0AP4,393.4489277327974
3LOFP,222.49110394982768
6IAQ2,82.69795870120296
ROBXA,456.2408044628329
I1NFK,57.67062283016081
J2WVV,270.8000683385599
O0WGR,121.2593356639306
WLGAM,280.95374498698465
IQV59,153.2716470281886
Z7RNP,218.5713430282874
Q11DU,419.4229866805516
EZR9C,798.8837121529325
XD6KZ,67.74590699470346
U20BD,243.94044937001837
YLFED,167.1943570900246
N3B6M,159.71715604112615
EG9AR,90.56183632158253
JYPAY,331.164612360819
EY4SN,67.98266983823927
REIJ9,900.718036874553
U47O9,504.24653322887116
G145U,76.51249402175385
RBSJ0,141.63727635046192
TQMNF,135.586675226748
WCTXU,181.37155479931243
L8Z4X,101.83663998760842
SFFJI,234.17616884941958
VW26K,449.7706714293916
K2SRN,116.56842299130372
C9SQ0,235.0164960373585
ULCH5,129.9537002484512
XGEUW,73.06052447437361
IPYY1,108.85672899182953
5DO3Z,175.3370243970342
PGS1H,1676.473070404373
R5M4H,116.05591383709057
